id,price_doc
1092,12404756.569
1094,2908279.5771
1097,8474759.3826
1129,140000
1134,140000
1136,4069209.7401
1147,140000
1155,4308322.2096
1158,13588938.461
1175,34351816.668
1183,9709424.4042
1190,14865630.936
1195,13791510.061
1197,140000
1198,7361671.9698
1202,10992438.817
1208,14904839.23
1218,4174054.1976
1231,140000
1232,140000
1233,2693455.4022
1234,5031571.0286
1241,9971362.3111
1243,9997021.2465
1250,3123103.7519
1259,140000
1277,140000
1280,4419845.3343
1282,8037944.7374
1285,140000
1288,8912967.3261
1289,140000
1294,14483834.722
1297,3479523.3335
1299,140000
1302,4339839.7652
1306,5496720.2619
1307,140000
1313,5192186.0961
1316,140000
1318,140000
1324,6671388.133
1325,140000
1327,5181941.8836
1332,6382298.44
1356,140000
1362,140000
1381,9659595.081
1382,17420899.083
1394,4524580.0298
1396,140000
1401,140000
1413,140000
1415,8774070.9143
1427,3606520.9084
1428,8460113.9844
1439,3547150.0642
1453,5435477.7665
1460,7766774.7804
1464,6220525.4129
1469,4074166.5349
1478,3921850.5926
1482,6176252.0944
1486,14006927.633
1488,5804684.5944
1495,140000
1499,12994626.648
1506,140000
1510,140000
1512,140000
1527,28347689.931
1546,140000
1547,4995971.4669
1550,8037944.7374
1551,140000
1553,2804124.234
1554,140000
1560,6639498.1127
1565,140000
1583,3312977.6298
1586,17185794.673
1589,7152478.894
1592,140000
1602,140000
1605,140000
1606,6259678.3175
1607,8233592.7367
1613,80240273.363
1619,2036157.7727
1627,1618878.4273
1628,2317575.8592
1634,13838197.458
1637,5014159.5759
1649,1470048.9693
1652,140000
1653,5667399.7113
1656,3924485.1722
1659,140000
1665,140000
1681,12971421.656
1685,7959765.6371
1688,140000
1690,3725214.5268
1694,4133248.1011
1704,3899939.6331
1705,9945193.167
1706,6432275.6634
1729,140000
1735,140000
1736,140000
1738,140000
1755,140000
1756,5978998.2606
1757,140000
1758,12489579.388
1760,140000
1767,11058773.116
1770,7146847.7949
1778,140000
1796,3642635.3147
1797,1470048.9693
1805,140000
1806,140000
1821,140000
1825,-533616.3813
1836,6701419.9613
1839,140000
1841,140000
1848,14558229.605
1853,25517319.351
1859,4387098.504
1874,140000
1875,140000
1892,5667399.7113
1913,10893448.995
1914,4653431.3746
1916,16778772.263
1920,4743454.7082
1921,8493708.1232
1929,1061671.2922
1934,14045542.531
1943,140000
1944,140000
1947,3762867.1157
1960,140000
1972,5022927.1868
1977,6185934.9623
1988,31344278.221
1992,8644555.773
1997,140000
2007,140000
2013,3579310.5003
2019,3857459.4896
2027,7188001.3255
2034,140000
2045,140000
2050,140000
2054,140000
2055,2374475.8843
2062,7101036.4827
2067,140000
2071,3827959.536
2073,2425208.0743
2078,-1511262.011
2079,3693881.5133
2083,5064317.8588
2090,10589665.692
2092,4737403.0144
2093,9659595.081
2096,7465197.1436
2097,14482931.935
2103,4895465.9575
2104,140000
2123,140000
2124,140000
2129,140000
2140,140000
2141,1684873.1442
2142,140000
2157,140000
2168,140000
2174,140000
2177,3733982.1377
2179,2640032.2492
2183,140000
2198,5237751.3616
2206,7523277.9932
2211,7346784.8158
2213,140000
2234,140000
2236,140000
2237,10976173.838
2241,140000
2244,8581131.4092
2251,140000
2255,140000
2259,8487280.2685
2261,9952186.1355
2265,140000
2268,28551563.948
2285,3850816.9182
2286,3957450.1543
2291,140000
2292,7196953.0581
2293,140000
2308,27325433.077
2315,6273012.5155
2320,4136674.7674
2323,5787803.1389
2326,140000
2328,140000
2329,4288990.7097
2337,3149662.1506
2342,140000
2346,140000
2351,140000
2352,5804684.5944
2353,4968885.5747
2356,140000
2362,3663282.1401
2367,4868255.5494
2386,2676299.1805
2401,140000
2403,8604281.0835
2404,6670820.588
2405,140000
2406,8013293.2729
2407,140000
2411,140000
2424,140000
2430,140000
2433,3010631.3546
2436,3466964.0444
2446,140000
2448,8460113.9844
2455,2918830.1637
2460,10148324.997
2470,2883329.2801
2473,140000
2477,3726560.4163
2487,8728592.4662
2500,6937654.7191
2506,5271345.5005
2514,15480612.947
2523,24469904.625
2528,140000
2532,5650227.3496
2535,2783338.6153
2540,140000
2551,5148287.4091
2561,3908705.6882
2587,25114377.15
2596,2966936.1106
2600,5569410.317
2608,6272237.6065
2609,140000
2620,140000
2621,3065188.4728
2623,4815844.0665
2632,6481131.1452
2636,8236522.1987
2637,10631560.725
2653,6124214.3452
2656,3613135.3611
2666,140000
2668,4672482.8705
2674,2676299.1805
2675,140000
2678,2324190.312
2680,1808305.6186
2681,140000
2683,13209450.823
2684,3210527.038
2687,140000
2691,140000
2701,6916710.1311
2704,2023129.7934
2717,6456039.335
2724,8268494.8016
2727,5445153.8151
2738,140000
2746,13838197.458
2754,140000
2760,9034454.0564
2781,2023129.7934
2793,140000
2794,2610994.584
2798,4255881.1598
2802,10753047.455
2825,140000
2828,11588669.857
2830,1148670.3181
2834,140000
2835,6408646.6103
2837,5857902.7458
2840,12677719.223
2847,140000
2855,9963883.2083
2856,140000
2859,-1603484.195
2882,3642635.3147
2883,140000
2891,6319613.2904
2895,140000
2896,4128140.5125
2900,140000
2904,9486279.3431
2910,140000
2913,4713682.2646
2914,140000
2939,6885687.6847
2942,7791320.3195
2943,7838846.4519
2947,4136674.7674
2974,140000
2977,2541811.463
2982,2541811.463
2995,9498744.8837
2998,10122897.905
3005,3663420.9334
3019,140000
3024,13983712.285
3028,140000
3030,11450554.662
3031,4983297.0106
3032,8440284.9701
3042,3539926.9966
3056,140000
3073,5512728.074
3078,15208550.306
3082,4262763.2424
3084,140000
3087,3909176.1363
3094,140000
3096,9299581.6695
3099,4743454.7082
3112,6481131.1452
3113,140000
3114,140000
3130,4739404.2047
3137,140000
3141,140000
3147,-1388660.021
3157,12030014.476
3158,140000
3159,140000
3161,140000
3170,140000
3175,140000
3179,140000
3186,9769828.0673
3200,7660969.8225
3202,140000
3205,3913316.3376
3220,140000
3224,2857587.6683
3226,3663849.6851
3235,140000
3241,3190382.3969
3260,140000
3265,4562896.4508
3266,2374475.8843
3271,4730563.7201
3278,140000
3282,140000
3285,1606509.423
3291,11692900.317
3301,140000
3305,7824285.3017
3306,1808305.6186
3308,140000
3309,140000
3312,140000
3318,3909171.6832
3320,140000
3326,140000
3330,140000
3331,140000
3334,140000
3353,140000
3364,3424737.2155
3371,140000
3380,6749261.6401
3382,140000
3384,140000
3385,140000
3386,140000
3389,9971624.2629
3395,8800298.3816
3400,140000
3403,140000
3406,13361861.712
3407,140000
3408,140000
3410,8003509.9148
3422,1808305.6186
3429,9112327.5635
3434,10811482.835
3435,140000
3440,140000
3444,2329345.6687
3446,140000
3450,140000
3453,10358041.583
3469,140000
3471,140000
3473,2835050.8089
3478,140000
3488,5167094.2858
3492,140000
3496,140000
3498,140000
3500,10353896.929
3507,11467652.432
3516,140000
3518,140000
3536,7315431.9059
3537,11330635.695
3541,140000
3545,140000
3547,140000
3562,4045580.6869
3563,140000
3567,140000
3568,140000
3573,1255224.7945
3575,140000
3580,140000
3588,5756286.6126
3593,2934837.9758
3595,140000
3603,8030465.6347
3621,14706847.445
3629,140000
3630,4008958.85
3631,140000
3634,3560548.6349
3635,2753838.6617
3636,140000
3641,11905041.837
3657,5110290.1323
3661,5030668.2413
3669,140000
3691,3149662.1506
3692,-1388660.021
3699,7518706.8044
3706,3448596.7586
3709,5336884.1167
3712,140000
3719,140000
3727,5030668.2413
3731,6319613.2904
3740,11905041.837
3750,140000
3752,4815844.0665
3757,140000
3759,140000
3762,140000
3763,20881301.229
3768,140000
3771,140000
3773,140000
3774,140000
3785,8420905.6901
3793,140000
3795,140000
3804,140000
3814,8487280.2685
3816,140000
3819,13185019.217
3822,140000
3827,14139519.929
3831,140000
3848,140000
3854,140000
3894,1821333.5978
3899,140000
3900,11905041.837
3901,140000
3911,140000
3920,140000
3930,140000
3935,9541975.9132
3939,-1388660.021
3944,5460054.6392
3951,140000
3961,7283970.6373
3966,140000
3969,140000
3971,13577034.46
3977,140000
3979,2873458.8244
3980,2998162.7901
3982,5637017.3251
3988,140000
3992,140000
3996,140000
3997,4190796.7715
4001,140000
4004,5473344.5703
4006,140000
4008,12419031.912
4009,10401272.613
4015,6180182.4888
4027,140000
4028,5381875.5389
4034,4607924.2353
4035,140000
4037,140000
4046,140000
4062,140000
4074,140000
4084,140000
4096,1606509.423
4101,140000
4112,140000
4118,6496314.0245
4122,140000
4138,140000
4159,8458887.3705
4161,13607126.57
4165,140000
4184,5787803.1389
4189,140000
4203,140000
4209,140000
4214,140000
4221,140000
4224,140000
4227,140000
4233,5981356.6412
4241,140000
4245,140000
4258,3707026.4177
4259,140000
4263,140000
4264,12410083.559
4267,140000
4268,140000
4269,140000
4270,5336884.1167
4272,140000
4274,140000
4283,140000
4294,5766532.4664
4303,9837945.9348
4308,15080803.684
4310,13576685.887
4311,140000
4314,140000
4317,5667399.7113
4318,4377228.0484
4328,2874685.4383
4334,140000
4341,140000
4342,9747832.4196
4356,140000
4366,140000
4367,140000
4371,140000
4382,2752111.9358
4384,5265743.463
4389,9533008.2448
4394,6547465.4445
4399,140000
4400,5971110.7875
4404,1148670.3181
4414,140000
4417,4501932.0141
4418,140000
4421,140000
4425,140000
4434,1894541.9623
4435,7169942.3214
4441,-1603484.195
4445,3000045.6606
4447,3640175.3877
4451,140000
4457,140000
4459,8639448.1843
4460,140000
4464,140000
4475,5643078.571
4478,140000
4493,140000
4500,3507460.89
4501,140000
4508,140000
4515,140000
4517,5237751.3616
4522,140000
4527,140000
4535,140000
4539,140000
4546,27525423.934
4551,140000
4553,6487836.6904
4558,140000
4560,140000
4562,140000
4565,140000
4567,6717199.4452
4569,4568957.6967
4580,4192515.4654
4582,140000
4583,140000
4597,140000
4604,140000
4616,140000
4618,140000
4620,140000
4630,140000
4636,140000
4639,17464039.287
4648,140000
4651,140000
4653,8206674.9125
4666,140000
4687,140000
4695,140000
4699,140000
4701,140000
4707,140000
4718,18962177.412
4730,140000
4733,140000
4746,2023129.7934
4752,1470048.9693
4753,140000
4757,4262763.2424
4765,140000
4768,8460113.9844
4771,9533008.2448
4774,140000
4779,12022661.004
4783,140000
4793,10830920.962
4795,2222791.1924
4799,140000
4800,140000
4807,140000
4810,140000
4820,140000
4829,140000
4830,4503814.8846
4838,140000
4841,5361228.7135
4859,140000
4863,4710113.6176
4865,4806876.3981
4868,140000
4869,6095821.4472
4879,140000
4882,140000
4883,140000
4884,140000
4889,140000
4894,140000
4900,5258520.3954
4902,3492202.2429
4911,140000
4912,140000
4924,140000
4934,140000
4940,19747805.857
4942,6319613.2904
4944,719021.96839
4945,1821333.5978
4946,140000
4948,140000
4965,140000
4975,140000
4977,140000
4995,5228983.7508
5004,140000
5009,140000
5014,140000
5018,140000
5028,9747832.4196
5029,14044315.917
5030,140000
5048,140000
5050,140000
5053,140000
5056,140000
5058,140000
5062,140000
5069,140000
5075,140000
5076,140000
5097,140000
5105,140000
5121,3054019.6382
5122,140000
5127,140000
5129,140000
5131,2023129.7934
5139,140000
5147,4694151.6208
5148,4815844.0665
5155,140000
5166,140000
5168,9678401.9577
5174,140000
5177,12452309.354
5194,140000
5196,140000
5197,3396584.4603
5211,12691949.178
5218,140000
5219,5461219.3783
5221,4815844.0665
5224,6019508.7692
5227,140000
5246,140000
5261,140000
5271,140000
5274,12072916.663
5275,140000
5278,5836658.6207
5279,7162401.3244
5293,140000
5316,140000
5321,140000
5328,140000
5332,5460054.6392
5361,140000
5383,140000
5389,140000
5392,140000
5407,11905041.837
5412,140000
5420,140000
5429,140000
5433,12540546.693
5434,140000
5453,140000
5467,140000
5476,140000
5501,140000
5504,140000
5516,140000
5529,140000
5535,140000
5536,140000
5541,140000
5548,140000
5550,6749261.6401
5556,140000
5558,140000
5563,140000
5576,140000
5577,140000
5590,15025856.655
5593,140000
5595,4308322.2096
5601,4369687.0514
5615,28347689.931
5619,6514999.3379
5621,140000
5622,140000
5624,3325102.8218
5625,7952926.3429
5639,140000
5652,140000
5654,6925962.3742
5672,5363111.584
5676,140000
5677,4815844.0665
5694,140000
5695,140000
5701,140000
5708,140000
5713,140000
5717,5412945.3603
5726,5676043.5531
5738,4759236.3325
5739,140000
5742,2023129.7934
5745,140000
5755,2962048.3838
5756,140000
5758,140000
5772,140000
5805,32328802.385
5810,7463800.5472
5822,140000
5835,140000
5839,11241131.185
5843,1470048.9693
5859,2945111.6424
5861,9059021.2434
5862,140000
5866,6345466.3747
5867,140000
5872,140000
5876,140000
5885,140000
5890,5791151.5715
5898,6670820.588
5900,3277378.068
5901,140000
5909,140000
5913,6964085.815
5916,140000
5918,3639561.3904
5921,11627307.343
5931,1470048.9693
5934,3940038.7017
5935,140000
5940,140000
5941,140000
5955,2427939.3186
5958,4806876.3981
5973,140000
5975,140000
5976,140000
5977,140000
5981,2850364.2979
5991,140000
5995,5981356.6412
6000,140000
6001,140000
6017,6078358.0197
6018,140000
6038,140000
6041,140000
6053,140000
6057,13265449.865
6063,140000
6067,140000
6074,7692900.0651
6082,9443162.5439
6088,140000
6089,140000
6092,15978960.104
6093,140000
6094,7118975.0169
6096,140000
6101,140000
6112,140000
6114,9158240.8159
6121,140000
6128,9065378.2146
6140,3725214.5268
6148,140000
6149,40420146.154
6158,10830920.962
6160,140000
6191,140000
6192,140000
6193,140000
6203,140000
6210,140000
6219,2274357.6391
6226,140000
6230,140000
6234,6687478.9735
6237,140000
6238,4470537.4423
6250,8888535.7202
6253,7608558.3395
6256,140000
6286,10063015.963
6302,140000
6309,140000
6316,140000
6332,2452778.1431
6347,140000
6352,7393734.1647
6362,18006355.076
6365,140000
6371,140000
6377,6271771.6115
6387,3391696.7335
6391,140000
6395,140000
6399,3931708.5425
6402,140000
6405,140000
6407,8244063.1957
6413,140000
6414,140000
6416,16091761.806
6417,3210527.038
6431,5119701.5612
6435,6382298.44
6436,21975346.959
6438,5403708.8571
6440,5111814.0881
6441,8090618.1722
6458,140000
6477,5628539.991
6485,140000
6490,5915818.025
6495,10830920.962
6507,140000
6511,9541975.9132
6513,5473344.5703
6520,140000
6528,4180068.4045
6529,2452778.1431
6539,140000
6540,140000
6543,7611240.9952
6551,140000
6558,2023129.7934
6560,16497495.355
6564,140000
6579,19862233.169
6581,4045580.6869
6587,6303104.625
6590,4815844.0665
6594,140000
6598,140000
6599,9756800.088
6603,140000
6606,140000
6613,5217922.3474
6618,140000
6620,140000
6623,6089626.3397
6625,140000
6628,140000
6629,9077630.789
6631,1331286.0381
6643,140000
6651,5119701.5612
6671,140000
6675,4341561.1015
6681,8037944.7374
6682,5995025.5882
6688,140000
6704,140000
6715,8155825.857
6716,4977361.9213
6720,140000
6725,8622744.2408
6743,4729224.7534
6751,12419031.912
6753,3694351.9615
6754,140000
6757,2844303.052
6759,140000
6762,1860717.1015
6763,140000
6767,10063015.963
6780,19177001.587
6782,9848191.7885
6784,140000
6789,140000
6792,140000
6802,5198121.1854
6805,140000
6807,7599590.6711
6810,140000
6814,140000
6818,140000
6823,140000
6830,10848964.031
6832,2023129.7934
6836,22449469.473
6840,12286848.507
6842,10623001.131
6846,9541975.9132
6847,16282671.18
6850,140000
6855,7456262.197
6857,1808305.6186
6860,6508006.3694
6863,19139492.482
6871,140000
6884,140000
6889,5336884.1167
6893,140000
6898,9432212.3858
6911,140000
6914,5952650.0903
6918,13116113.379
6934,140000
6953,14053283.585
6956,140000
6971,140000
6974,140000
6982,140000
6991,20721924.341
6997,3663849.6851
7011,5971110.7875
7032,140000
7045,4178275.8856
7051,5512728.074
7052,6964085.815
7063,140000
7068,12739499.711
7071,15095342.264
7072,140000
7073,7844526.4378
7079,140000
7088,11907724.492
7090,140000
7104,140000
7106,140000
7117,9069096.534
7118,8259935.2078
7121,140000
7124,140000
7133,6072726.9207
7134,140000
7135,140000
7138,736867.39999
7140,3977691.2905
7145,2329345.6687
7155,2452778.1431
7160,140000
7162,9248710.6862
7168,4815844.0665
7171,6955118.1466
7176,140000
7184,140000
7190,140000
7203,6456563.9582
7213,140000
7223,4503814.8846
7224,140000
7225,13169148.061
7231,10830920.962
7233,12308259.09
7241,6964085.815
7242,140000
7247,7608558.3395
7249,140000
7254,140000
7257,4815844.0665
7261,140000
7279,4815844.0665
7299,140000
7301,10401272.613
7304,140000
7311,3930116.2712
7312,140000
7314,10261746.108
7315,140000
7316,140000
7332,7984900.3692
7338,4646933.144
7341,140000
7343,140000
7368,140000
7373,140000
7384,140000
7385,11411842.954
7389,7608558.3395
7391,140000
7395,140000
7405,140000
7415,140000
7423,140000
7425,5338624.1454
7434,140000
7437,7608558.3395
7442,33707344.144
7456,8552364.6568
7461,5030668.2413
7467,5387927.2328
7475,140000
7485,140000
7486,5576052.8884
7496,6977113.7942
7497,5004237.1455
7502,140000
7513,3981944.3507
7516,2023129.7934
7529,3878106.315
7533,11710468.709
7536,6670820.588
7537,10830920.962
7542,140000
7551,7330823.8455
7565,140000
7568,140000
7569,140000
7577,140000
7579,12419199.804
7595,140000
7598,11466425.818
7600,140000
7603,9926989.6476
7617,140000
7629,7608558.3395
7634,6319613.2904
7641,140000
7643,140000
7646,140000
7656,5971110.7875
7658,140000
7669,3337471.8261
7670,140000
7677,6217451.4886
7679,5788417.1362
7682,140000
7697,9469586.5549
7699,140000
7700,140000
7701,28894194.718
7704,2680630.2972
7706,10401272.613
7707,140000
7709,3642635.3147
7715,8174589.812
7723,9575625.5307
7735,140000
7747,140000
7751,140000
7754,140000
7766,140000
7780,140000
7781,33492519.969
7788,140000
7802,13806397.215
7806,140000
7807,140000
7813,140000
7818,140000
7823,140000
7825,140000
7827,2023129.7934
7828,140000
7832,140000
7835,140000
7840,140000
7853,140000
7858,5115177.8592
7859,8443016.2144
7860,140000
7869,140000
7872,140000
7881,2541811.463
7885,140000
7900,15208550.306
7904,140000
7913,140000
7915,140000
7916,10376433.788
7920,140000
7925,2973818.1933
7928,140000
7938,140000
7945,1808305.6186
7966,2405402.4592
7983,140000
7998,140000
8001,140000
8005,140000
8011,140000
8012,140000
8021,4815844.0665
8024,5030668.2413
8025,140000
8027,140000
8029,2452778.1431
8053,4815844.0665
8067,140000
8071,11475393.487
8073,12612199.511
8074,9327151.7383
8075,140000
8076,6552480.5335
8083,6597122.6149
8085,2023129.7934
8089,4983297.0106
8105,2452778.1431
8106,140000
8115,140000
8116,4184399.5212
8123,140000
8133,4593278.8371
8134,3908705.6882
8139,8819105.2583
8142,11440696.712
8144,6944647.6876
8166,140000
8179,9033886.5114
8180,140000
8183,140000
8189,6567828.7434
8192,140000
8209,140000
8217,140000
8223,140000
8229,140000
8230,140000
8234,4815844.0665
8263,140000
8275,4815844.0665
8291,140000
8303,140000
8310,5030668.2413
8338,9567372.8968
8343,140000
8360,14026852.489
8374,140000
8379,140000
8380,140000
8395,9749059.0335
8402,2036157.7727
8403,7191937.9691
8405,1606509.423
8411,140000
8421,10401272.613
8422,140000
8432,8549000.8857
8443,5110290.1323
8447,140000
8459,140000
8462,140000
8469,140000
8473,10971682.771
8476,8850554.0398
8480,8337372.5896
8499,140000
8504,5432042.5039
8513,7393734.1647
8514,140000
8515,5031571.0286
8517,9432212.3858
8521,140000
8531,6964085.815
8535,9059021.2434
8538,5197246.2534
8543,7393734.1647
8549,140000
8555,140000
8566,6460449.6907
8574,5597267.2588
8575,140000
8589,10410363.948
8591,140000
8597,5030668.2413
8599,10199476.417
8612,1808305.6186
8623,7132309.2149
8624,9145977.181
8628,9661050.3631
8639,140000
8640,140000
8651,7608558.3395
8654,2452778.1431
8680,140000
8683,7984900.3692
8690,7092290.6767
8694,1799337.9501
8696,140000
8699,5711125.2498
8700,140000
8709,140000
8713,140000
8714,2452778.1431
8721,140000
8729,7530684.8324
8735,140000
8749,9419449.8187
8751,4815844.0665
8767,140000
8768,12325722.518
8774,6526696.4107
8783,14053021.633
8791,2390140.7962
8793,140000
8800,5721054.0182
8812,140000
8813,5030668.2413
8815,2044273.7169
8816,140000
8825,11686805.093
8834,9273845.4183
8836,9196669.289
8839,140000
8840,3492202.2429
8856,140000
8862,2023129.7934
8874,140000
8883,140000
8895,140000
8908,140000
8913,9067692.9482
8929,8622744.2408
8931,6964085.815
8942,140000
8956,6505620.0037
8957,27723589.723
8964,140000
8968,5428415.3863
8988,2326987.2881
9013,10615834.836
9026,140000
9040,8888751.8581
9045,2036157.7727
9046,6701890.4094
9052,4042783.7108
9061,5375036.2447
9062,19162114.433
9074,140000
9086,140000
9091,140000
9092,140000
9093,140000
9099,6977113.7942
9102,25973673.849
9103,7608558.3395
9110,5283203.626
9151,140000
9154,5102131.2202
9160,5482587.5069
9165,5618533.0319
9167,1808305.6186
9169,4815844.0665
9172,140000
9184,2444122.4841
9185,15724927.635
9192,7608558.3395
9200,7393734.1647
9202,140000
9205,140000
9215,12204207.737
9216,140000
9219,140000
9220,5766532.4664
9225,140000
9234,6167474.2652
9235,140000
9241,5627769.5351
9242,140000
9243,4815844.0665
9246,11012683.941
9247,14131638.084
9271,11063636.065
9279,140000
9282,8626071.4798
9295,6964085.815
9300,6462048.107
9302,140000
9307,1829449.542
9311,4242834.5208
9316,9237300.2032
9318,5246395.2034
9320,5030668.2413
9324,3881662.6655
9333,6517928.7999
9337,140000
9339,4514400.5785
9345,5326638.2629
9359,10830920.962
9365,7384766.4963
9370,17002643.862
9377,226095.34249
9379,140000
9382,14561286.434
9385,140000
9393,140000
9400,140000
9403,140000
9409,140000
9412,140000
9413,140000
9420,6319613.2904
9421,140000
9424,140000
9425,140000
9435,9112327.5635
9440,8964201.4679
9448,4815844.0665
9452,6364421.0657
9457,140000
9458,7393734.1647
9459,11567691.567
9476,140000
9506,140000
9513,140000
9516,5030668.2413
9520,33492519.969
9521,140000
9523,17305475.573
9528,140000
9549,8459103.5084
9559,28946218.032
9561,140000
9573,2237953.9683
9574,1808305.6186
9581,140000
9585,6939246.9905
9586,6701015.4773
9588,11905041.837
9590,140000
9592,140000
9595,140000
9596,8452221.2924
9609,8622744.2408
9611,140000
9641,8800298.3816
9652,140000
9653,140000
9659,13068196.031
9662,10967347.007
9669,4815844.0665
9677,140000
9680,2023129.7934
9682,140000
9684,8897503.3886
9688,140000
9697,12976373.959
9698,140000
9699,5321316.1058
9704,3671091.5508
9705,6955118.1466
9709,140000
9735,3920426.3963
9745,7608558.3395
9755,5915361.9243
9758,24286402.926
9761,1808305.6186
9762,9629833.902
9764,7770076.1943
9771,7393734.1647
9772,140000
9773,140000
9775,140000
9776,5030668.2413
9779,140000
9780,7122302.2559
9781,140000
9789,7830118.795
9795,140000
9799,11406859.789
9802,9257711.2375
9804,140000
9813,8114757.6327
9815,140000
9822,140000
9827,5762942.4835
9833,5552844.0144
9840,140000
9849,7393734.1647
9854,3615932.3372
9855,31999700.903
9857,4594024.5865
9861,140000
9877,7097698.8449
9879,7411777.2329
9882,2850364.2979
9887,2747224.2089
9904,140000
9906,11907724.492
9914,4696063.475
9922,13060308.558
9934,5806119.2162
9936,140000
9938,140000
9945,7100327.8588
9946,140000
9949,7750993.1561
9950,3645694.5672
9951,140000
9957,140000
9968,10812634.332
9975,1808305.6186
9997,6755357.7073
10008,6366032.5478
10009,13957257.034
10013,140000
10015,10707488.488
10016,9055256.067
10022,140000
10023,9547408.3437
10027,11200634.339
10028,2175316.6214
10029,9846298.198
10033,140000
10038,140000
10049,140000
10057,140000
10058,140000
10065,140000
10070,4162403.8735
10073,140000
10076,140000
10077,140000
10081,140000
10086,13578585.461
10089,140000
10098,140000
10100,140000
10111,6964085.815
10113,140000
10117,5598421.747
10131,4784566.6779
10132,8920824.4557
10136,4289671.0828
10137,140000
10138,140000
10148,140000
10152,4664533.3145
10155,4994584.3922
10158,8555089.2116
10169,140000
10176,140000
10181,33242701.529
10186,9802713.3404
10189,3034613.3208
10190,140000
10194,140000
10209,140000
10211,11523903.457
10218,140000
10224,140000
10240,6531201.7676
10244,6548597.4809
10248,140000
10255,140000
10267,10783813.15
10271,6213856.6064
10273,140000
10277,7200614.3685
10280,140000
10281,140000
10284,10401272.613
10286,7003970.1848
10290,140000
10295,8044123.2351
10304,140000
10307,140000
10316,6567828.7434
10319,3034613.3208
10320,8178968.4977
10327,140000
10330,7436949.6686
10334,140000
10338,10144827.647
10343,8725357.0204
10349,140000
10350,140000
10353,5953478.3637
10363,4837648.9874
10372,140000
10373,140000
10376,6077369.016
10382,2905325.678
10394,140000
10410,5592648.3404
10415,7010505.0723
10416,2604964.9711
10434,4965736.3734
10437,140000
10448,140000
10487,140000
10488,10506832.024
10492,140000
10500,10275683.801
10505,6567828.7434
10508,2819789.1459
10511,4336586.3491
10517,140000
10518,7406762.1439
10524,5551708.2915
10532,140000
10534,140000
10536,4829794.0962
10538,140000
10553,11260307.36
10559,5336884.1167
10560,9533008.2448
10561,3468581.6022
10563,8342102.6935
10574,140000
10580,140000
10581,14143394.673
10587,4518019.2459
10594,7502801.6555
10600,140000
10606,140000
10613,140000
10615,4204762.82
10616,3885915.7257
10621,9507492.8058
10622,6578491.9925
10626,140000
10631,7176167.2314
10641,4689445.4254
10642,11227508.116
10646,5678403.2988
10651,14908273.815
10656,3989938.6451
10657,3597169.4333
10658,140000
10666,140000
10671,140000
10672,9724737.8931
10693,4815844.0665
10695,5861959.9141
