id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,product_type,sub_area,area_m,raion_popul,green_zone_part,indust_part,children_preschool,preschool_quota,preschool_education_centers_raion,children_school,school_quota,school_education_centers_raion,school_education_centers_top_20_raion,hospital_beds_raion,healthcare_centers_raion,university_top_20_raion,sport_objects_raion,additional_education_raion,culture_objects_top_25,culture_objects_top_25_raion,shopping_centers_raion,office_raion,thermal_power_plant_raion,incineration_raion,oil_chemistry_raion,radiation_raion,railroad_terminal_raion,big_market_raion,nuclear_reactor_raion,detention_facility_raion,price_doc
13061,12/12/2013,59,30,22,23,6,2008,2,8,3,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,6552650
13795,1/16/2014,49,29,5,5,1,1961,2,8,3,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,8400000
14087,1/24/2014,57,40,5,5,2,1964,3,5,3,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,10275000
14378,1/30/2014,48,28,4,5,2,1951,2,7,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,10200000
14469,2/3/2014,64,44,14,14,5,1972,3,9,3,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,12800000
15055,2/15/2014,40,19,5,14,2,1971,1,8,3,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,9400000
15465,2/26/2014,39,22,5,5,2,1964,1,7,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,7200000
16213,3/19/2014,73,52,1,5,2,1960,3,8,3,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,11500000
16310,3/20/2014,56,42,5,5,2,1959,3,5,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,9300000
16344,3/21/2014,54,33,5,5,2,1952,3,7,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,10800000
16526,3/26/2014,29,18,8,9,2,1967,1,5,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,6800000
16681,3/28/2014,60,40,1,5,2,1934,3,6,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,10121000
16857,4/2/2014,79,55,5,5,2,1956,3,8,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,7340000
17090,4/7/2014,37,21,9,6,2,1963,2,7,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,8300000
17368,4/14/2014,38,23,9,12,5,1970,2,6,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,7800000
18222,5/7/2014,31,17,3,5,2,1960,1,5,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,6150000
18818,5/23/2014,43,19,10,12,2,1975,1,12,3,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,8000000
19144,5/30/2014,56,35,6,6,2,1940,2,6,3,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,12800000
19179,5/31/2014,54,30,5,5,2,1958,2,7,4,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,11830000
19204,5/31/2014,56,34,4,5,2,1958,2,7,3,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,12400000
19981,6/23/2014,42,28,2,5,2,1962,2,5,3,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,2000000
20053,6/24/2014,31,17,7,8,2,1960,1,6,3,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,7500000
20140,6/25/2014,107,65,9,12,1,1999,4,11,3,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,18000000
20243,6/27/2014,40,24,2,5,2,1959,2,5,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,1000000
21016,7/22/2014,31,18,2,5,2,1963,1,5,3,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,5850000
21101,7/25/2014,58,40,2,5,1,1959,3,5,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,9850000
21183,7/30/2014,80,54,2,5,2,1953,3,8,3,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,14600000
21588,8/18/2014,37,19,8,14,5,1971,1,9,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,7100000
21758,8/21/2014,54,41,1,5,2,1961,3,5,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,9250000
21866,8/25/2014,55,36,5,5,2,1961,3,5,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,8050000
22028,8/29/2014,54,36,5,5,2,1961,3,5,3,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,5500000
22355,9/9/2014,41,25,3,5,1,1963,2,5,3,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,7600000
22618,9/17/2014,42,28,2,5,2,1962,2,5,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,5500000
22877,9/24/2014,30,18,1,5,2,1962,1,5,3,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,6800000
23943,10/25/2014,74,46,6,9,2,1974,3,9,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,16000000
23984,10/27/2014,37,17,2,12,1,2003,1,8,3,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,1000000
24436,11/7/2014,59,40,4,6,2,1938,2,9,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,14500000
24878,11/18/2014,76,50,3,5,2,1959,3,7,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,13500000
24932,11/19/2014,79,53,4,9,2,1959,3,8,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,15800000
24970,11/19/2014,39,19,5,14,2,1977,1,7,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,9400000
25041,11/20/2014,31,19,4,4,2,1959,1,5,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,6150000
25487,11/28/2014,38,19,9,14,1,1971,1,9,3,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,8000000
25845,12/4/2014,32,16,5,8,2,1968,1,7,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,7450000
25906,12/5/2014,54,34,4,5,2,1959,3,6,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,11500000
26144,12/9/2014,43,31,2,9,2,1963,2,5,3,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,10800000
26312,12/12/2014,125,65,6,34,4,2008,3,24,1,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,4055000
26470,12/15/2014,35,21,5,9,2,1967,2,6,3,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,7000000
26669,12/17/2014,108,81,4,6,2,1937,5,9,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,18000000
26755,12/18/2014,56,33,12,15,2,1981,2,9,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,15500000
27285,1/14/2015,48,26,2,6,2,1934,2,6,3,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,10700000
27836,2/10/2015,41,26,2,5,2,1961,2,5,3,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,8000000
28166,3/2/2015,37,22,9,9,5,1961,2,7,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,8000000
28563,3/24/2015,34,18,5,5,2,1960,1,8,2,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,6600000
30280,6/16/2015,72,46,2,8,2,1960,3,7,3,Investment,Ajeroport,4662813.069,73007,0.109947031,0.050272014,4348,2058,3,4231,4975,6,1,1020,0,1,4,3,no,0,3,14,no,no,no,no,no,no,no,no,12000000
8777,6/28/2013,50,30,7,16,1,1984,2,8,2,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,9900000
9693,8/7/2013,80,35,5,40,4,2012,2,14,1,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,16737531
9721,8/8/2013,45,29,5,9,1,1969,2,6,2,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,6800000
9734,8/9/2013,32,32,6,9,1,1978,1,6,3,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,6050000
9873,8/16/2013,82,56,5,8,2,1960,3,9,3,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,2000000
9933,8/20/2013,74,45,7,14,1,2000,3,10,3,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,18000000
9986,8/21/2013,45,30,2,5,5,1963,2,5,3,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,8470000
10193,8/30/2013,44,28,7,9,5,1965,2,7,2,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,8490000
10225,9/2/2013,79,45,15,22,1,1987,3,10,2,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,14750000
10288,9/4/2013,73,51,3,5,2,1958,3,8,3,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,16250000
10541,9/16/2013,38,20,3,14,1,1999,1,8,2,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,7750000
10722,9/25/2013,28,16,5,5,2,1959,1,5,3,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,6000000
10800,9/27/2013,56,34,5,5,2,1957,2,7,2,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,9800000
11060,10/8/2013,50,33,3,12,1,1974,2,6,3,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,10400000
11270,10/16/2013,57,33,4,5,2,1955,2,8,3,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,11150000
11528,10/24/2013,59,31,4,5,2,1957,2,7,3,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,11000000
11660,10/29/2013,77,52,5,5,5,1957,3,9,3,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,12750000
11683,10/30/2013,67,25,15,19,4,2003,1,16,2,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,14800000
11897,11/7/2013,42,27,5,5,2,1960,2,6,3,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,7800000
12440,11/25/2013,65,43,12,12,1,1972,3,7,2,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,10400000
12495,11/26/2013,55,37,4,5,1,1960,3,5,2,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,9750000
12665,11/30/2013,39,18,10,24,1,2005,1,10,3,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,9000000
12877,12/6/2013,47,31,1,5,2,1960,2,5,2,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,7100000
13027,12/12/2013,27,17,3,4,2,1957,1,4,3,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,6900000
13112,12/13/2013,71,39,3,18,5,2012,2,13,2,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,2000000
13318,12/23/2013,51,33,4,5,2,1960,3,6,3,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,9600000
13605,1/10/2014,42,27,4,9,1,1961,2,4,2,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,6900000
13763,1/15/2014,52,30,9,14,1,1999,2,8,2,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,11000000
13791,1/16/2014,42,27,1,5,2,1964,2,5,2,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,7000000
13843,1/17/2014,44,28,2,5,2,1958,2,6,2,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,8200000
13927,1/20/2014,28,17,4,9,1,1972,1,5,2,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,1200000
14011,1/22/2014,55,21,24,40,6,2012,1,10,1,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,12600000
14124,1/25/2014,38,16,1,8,2,1958,1,7,3,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,7600000
14153,1/27/2014,77,45,16,16,1,1975,3,10,3,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,17700000
14221,1/28/2014,44,30,5,5,2,1959,2,5,2,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,7400000
14339,1/30/2014,55,37,5,5,1,1964,3,5,2,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,7500000
14488,2/3/2014,63,43,2,12,1,1972,3,7,2,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,10000000
14622,2/5/2014,60,30,15,24,1,2005,2,11,2,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,13500000
14786,2/10/2014,78,51,2,5,2,1958,3,9,2,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,13000000
15456,2/26/2014,56,29,10,12,1,2007,2,8,3,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,13000000
15586,3/1/2014,71,39,3,18,1,2012,2,13,3,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,6000000
15639,3/3/2014,43,27,5,9,1,1972,2,5,2,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,7500000
15906,3/12/2014,52,34,2,9,1,1969,3,6,2,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,8600000
16177,3/18/2014,30,18,2,5,2,1964,1,5,2,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,6200000
16220,3/19/2014,27,15,1,4,2,1957,1,4,3,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,5600000
16365,3/21/2014,28,17,3,4,2,1957,1,4,2,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,5700000
17722,4/22/2014,57,38,3,8,2,1961,3,5,2,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,12350000
18537,5/17/2014,75,45,6,17,1,1997,3,9,3,Investment,Akademicheskoe,5704502.19,106445,0.043127101,0.151346216,5506,926,6,5889,9501,6,0,830,4,0,7,0,no,0,1,10,yes,no,no,yes,no,no,yes,no,18000000
